id,title,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,belongs_to_collection,missingness_score,has_tagline,has_homepage,num_same_title,changed_title,num_genres,main_genre,Comedy,Drama,Documentary,Science Fiction,Western,TV Movie,Mystery,Romance,Thriller,Animation,Family,Adventure,War,Music,History,Action,Fantasy,Crime,Horror,top10_prod_comps,num_production_companies,main_production_country,num_production_countries,num_spoken_languages,lang_group,is_english_spoken,popularity_percentile,weighted_rating,release_year,Season,return_on_investment_ratio,profit_loss
3558,"Girl, Interrupted",127,1999-12-21,40000000,48350205,10.8202,7.565,3917,0,0,1,0,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Columbia Pictures,2,United States of America,1,1,1,True,92.82628353260324,7.564685226408941,1999,Winter,0.208755125,8350205
3563,I Now Pronounce You Chuck & Larry,115,2007-07-12,85000000,187134117,10.5282,6.076,2389,0,0,1,1,1,False,2,Comedy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Universal Pictures,2,United States of America,1,1,1,True,92.36411132321913,6.076106994590055,2007,Summer,1.2015778470588234,102134117
3573,Emma,121,1996-08-02,6000000,22231658,5.4276,6.7,621,0,0,1,1,2,False,3,Romance,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,3,United States of America,1,1,1,True,75.8062895609364,6.699407905257605,1996,Summer,2.7052763333333334,16231658
3580,Changeling,141,2008-10-24,55000000,113400000,2.7512,7.591,4233,0,0,1,0,1,False,3,Crime,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Universal Pictures,4,United States of America,1,1,1,True,46.55882648447704,7.590702578429436,2008,Fall,1.0618181818181818,58400000
3586,Prֳ×t-ֳ -Porter,133,1994-12-23,15000000,11300653,4.3705,5.2,220,0,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,1,United States of America,1,5,4+,True,67.66803978699889,5.205120891720498,1994,Winter,-0.24662313333333333,-3699347
3594,The Number 23,98,2007-02-23,30000000,77677553,6.2022,6.413,3280,0,0,1,1,1,False,3,Thriller,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,New Line Cinema,3,Germany,2,1,1,True,80.11654777454034,6.4129752261719695,2007,Winter,1.5892517666666666,47677553
3595,Ransom,121,1996-11-08,80000000,309492681,2.8014,6.7,1905,0,0,1,0,1,False,2,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Other,2,United States of America,1,1,1,True,47.47312368130212,6.699806777056784,1996,Fall,2.8686585125,229492681
3597,I Know What You Did Last Summer,101,1997-10-17,17000000,125586134,8.2418,5.974,2862,1,0,1,0,1,False,3,Horror,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Columbia Pictures,4,United States of America,1,1,1,True,87.9935697779564,5.974124944837664,1997,Fall,6.387419647058824,108586134
3600,I Still Know What You Did Last Summer,100,1998-11-13,65000000,40002112,31.7357,5.359,1525,1,0,1,0,1,False,3,Horror,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Columbia Pictures,3,United States of America,1,1,1,True,99.28664724203757,5.359637429272759,1998,Fall,-0.3845828923076923,-24997888
3604,Flash Gordon,111,1980-09-01,35000000,27100000,6.3362,6.233,999,0,0,1,0,1,False,3,Science Fiction,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Universal Pictures,5,Italy,4,1,1,True,80.69928664724205,6.23309871707023,1980,Fall,-0.2257142857142857,-7900000
3631,Tara Road,101,2005-05-11,12000000,875898,2.2343,5.379,33,0,0,1,0,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,7,Ireland,1,1,1,True,37.73736561840651,5.4070210903008835,2005,Spring,-0.9270085,-11124102
3635,Girl with a Pearl Earring,101,2003-12-12,10500000,31500000,4.2351,6.607,1396,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,4,France,3,1,1,True,66.30161760273285,6.60680294707962,2003,Winter,2.0,21000000
3638,No Reservations,104,2007-06-15,28000000,92601050,7.3227,6.673,1387,0,0,1,1,1,False,3,Comedy,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Warner Bros.,5,United States of America,1,1,1,True,84.90907264141465,6.672754118926679,2007,Summer,2.3071803571428573,64601050
3682,54,94,1998-08-28,13000000,16757163,6.5751,5.9,485,0,0,1,1,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Other,4,United States of America,1,3,3,True,81.80448106098663,5.900888306728868,1998,Summer,0.28901253846153846,3757163
3683,Flags of Our Fathers,135,2006-10-19,90000000,65900249,7.3009,6.854,1876,1,0,1,0,1,False,3,War,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Warner Bros.,4,United States of America,1,1,1,True,84.79855320004019,6.853721745908487,2006,Fall,-0.2677750111111111,-24099751
3685,Apache Gold,101,1963-12-11,2100000,36700000,2.4679,6.823,155,1,0,1,0,1,True,2,Western,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Other,4,France,4,1,1,False,41.85672661509093,6.819850750450193,1963,Winter,16.476190476190474,34600000
3766,The Lady from Shanghai,87,1947-12-24,2300000,1564609,2.9994,7.348,673,0,0,1,0,1,False,3,Mystery,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,Columbia Pictures,2,United States of America,1,2,2,True,50.73344720184869,7.346492161825267,1947,Winter,-0.31973521739130434,-735391
3767,Gilda,110,1946-04-25,2000000,6000000,4.4084,7.511,590,0,0,1,0,1,False,3,Romance,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Columbia Pictures,1,United States of America,1,4,4+,True,68.02973977695167,7.509004597411557,1946,Spring,2.0,4000000
3784,Frankie and Johnny,118,1991-10-11,29000000,22773535,5.1734,6.763,589,0,0,1,0,1,False,3,Drama,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,74.0882146086607,6.762269011983441,1991,Fall,-0.21470568965517242,-6226465
3786,Buck Rogers in the 25th Century,89,1979-03-02,3500000,21700000,2.5992,6.1,88,0,0,1,0,1,False,3,Science Fiction,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Universal Pictures,3,United States of America,1,2,2,True,44.21782377172712,6.102603562586854,1979,Spring,5.2,18200000
3877,Things We Lost in the Fire,113,2007-09-26,16000000,2849142,3.7174,6.632,361,0,0,1,1,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,60.685220536521655,6.6311704891442815,2007,Fall,-0.821928625,-13150858
3902,I'm Not There,135,2007-10-01,20000000,4001121,5.5453,6.54,725,0,0,1,1,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Other,7,Germany,2,1,1,True,76.5397367627851,6.539713108912163,2007,Fall,-0.79994395,-15998879
3933,Corpse Bride,77,2005-09-12,40000000,118133252,17.5332,7.579,9514,0,0,1,1,1,False,3,Romance,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,Warner Bros.,5,United Kingdom,2,1,1,True,97.63890284336381,7.578868914037859,2005,Fall,1.9533313,78133252
3980,Critters,86,1986-04-11,2000000,13167232,5.5568,6.481,1004,1,0,1,0,1,False,3,Comedy,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,New Line Cinema,3,United Kingdom,2,1,1,True,76.60002009444389,6.480851459771373,1986,Spring,5.583616,11167232
3981,What Women Want,127,2000-12-15,70000000,374100000,12.2542,6.449,4040,0,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Paramount Pictures,4,United Kingdom,2,2,2,True,94.474027931277,6.4489709767558105,2000,Winter,4.344285714285714,304100000
3989,Team America: World Police,97,2004-10-10,32000000,50826898,5.8365,6.721,1902,0,0,1,1,1,False,3,Adventure,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Paramount Pictures,3,United States of America,2,4,4+,True,78.29800060283331,6.7207954372413194,2004,Fall,0.5883405625,18826898
4011,Beetlejuice,92,1988-03-30,15000000,84554197,8.9473,7.375,7859,1,0,1,0,1,False,2,Fantasy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Warner Bros.,2,United States of America,1,1,1,True,89.91258916909474,7.374867266802828,1988,Spring,4.636946466666667,69554197
4012,The Believer,98,2001-08-23,1500000,1309316,4.7581,6.878,615,0,0,1,0,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,3,3,True,71.10921330252185,6.8771131770620615,2001,Summer,-0.12712266666666666,-190684
4032,My Girl,103,1991-11-27,17000000,59490000,10.4706,7.395,2131,1,0,1,1,1,False,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Columbia Pictures,2,United States of America,1,1,1,True,92.203355772129,7.394501274423185,1991,Fall,2.4994117647058824,42490000
4043,Law of Desire,102,1987-02-07,600000,1400000,2.7967,7.185,302,0,0,1,0,1,True,4,Drama,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Other,2,Spain,1,1,1,False,47.38269868381392,7.182183884720231,1987,Winter,1.3333333333333333,800000
4105,Black Rain,125,1989-09-22,30000000,134212055,6.5204,6.592,1126,0,0,1,0,1,False,3,Drama,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Paramount Pictures,3,United States of America,1,2,2,True,81.54325329046519,6.591769047977133,1989,Fall,3.4737351666666667,104212055
4108,The Transporter,92,2002-10-02,21000000,43900000,8.6518,6.7,5450,1,0,1,0,1,False,3,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,Other,4,United States of America,2,3,3,True,89.19923641113232,6.699932437547281,2002,Fall,1.0904761904761904,22900000
4133,Blow,124,2001-04-04,53000000,83300000,10.4718,7.362,4360,0,0,0,0,1,False,2,Crime,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,New Line Cinema,3,United States of America,1,1,1,True,92.22345021601527,7.361763750761346,2001,Spring,0.5716981132075472,30300000
4141,Shoot 'Em Up,86,2007-07-26,39000000,26800000,6.2181,6.49,1907,0,0,1,1,1,False,4,Action,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,New Line Cinema,2,United States of America,1,2,2,True,80.166783884256,6.489917042489639,2007,Summer,-0.3128205128205128,-12200000
4147,Road to Perdition,117,2002-07-12,80000000,181001478,7.0653,7.356,3712,0,0,1,0,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,20th Century Fox,3,United States of America,1,1,1,True,84.02491711041897,7.355724136027532,2002,Summer,1.262518475,101001478
4148,Revolutionary Road,119,2008-12-19,35000000,76000000,9.0026,6.987,3886,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,4,United Kingdom,2,1,1,True,90.03315583241233,6.986831416791929,2008,Winter,1.1714285714285715,41000000
4157,Heyy Babyy,150,2007-08-24,9400000,2200000,1.6708,5.9,102,0,0,0,0,1,True,3,Comedy,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,1,India,1,1,1,False,27.564553400984625,5.904191427866311,2007,Summer,-0.7659574468085106,-7200000
4169,Breach,110,2007-02-12,23000000,41000000,4.0986,6.645,599,0,0,1,1,1,False,4,Drama,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Universal Pictures,5,United States of America,1,4,4+,True,64.97036069526776,6.644477861783717,2007,Winter,0.782608695652174,18000000
4174,Spellbound,111,1945-11-08,1500000,7000000,4.6871,7.41,904,0,0,1,1,1,False,3,Thriller,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,70.45112026524666,7.408808527149426,1945,Fall,3.6666666666666665,5500000
4175,Under Capricorn,118,1949-09-08,2500000,1500000,2.2705,6.07,172,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Other,1,United Kingdom,1,1,1,True,38.31005726916508,6.071512815434856,1949,Fall,-0.4,-1000000
4176,Murder on the Orient Express,128,1974-11-22,1400000,35700000,6.5069,7.1,1448,0,0,1,0,2,False,3,Drama,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Other,2,United Kingdom,1,6,4+,True,81.46789912589169,7.099469784037425,1974,Fall,24.5,34300000
4191,The Bride Wore Black,107,1968-03-22,747000,9600000,2.0305,7.1,259,0,0,1,0,1,True,3,Crime,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Other,3,France,2,1,1,False,34.21079071636692,7.09704506565473,1968,Spring,11.85140562248996,8853000
4192,Death on the Nile,140,1978-09-29,7920000,14560084,9.7799,7.14,823,1,0,1,0,1,False,1,Mystery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United Kingdom,1,4,4+,True,91.19863357781574,7.139019074114357,1978,Fall,0.8383944444444444,6640084
4193,Evil Under the Sun,117,1982-03-05,10000000,6110804,4.327,6.9,449,1,0,1,0,1,False,4,Thriller,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,Other,4,United Kingdom,1,3,3,True,67.18577313372852,6.898737149044956,1982,Spring,-0.3889196,-3889196
4203,Women on the Verge of a Nervous Breakdown,88,1988-03-25,700000,14979298,3.7447,7.411,929,0,0,1,0,1,True,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,Spain,1,1,1,False,61.02682608258816,7.409839480720676,1988,Spring,20.398997142857144,14279298
4228,The French Revolution,335,1989-05-10,50000000,4800000,3.2605,7.6,48,0,0,0,0,1,True,4,Drama,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,Other,3,United Kingdom,5,3,3,True,54.53632070732443,7.574116674902655,1989,Spring,-0.904,-45200000
4232,Scream,112,1996-12-20,14000000,173046663,12.246,7.412,7259,1,0,1,1,1,False,3,Crime,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,Other,2,United States of America,1,1,1,True,94.46398070933387,7.411851200698378,1996,Winter,11.360475928571429,159046663
4233,Scream 2,120,1997-12-12,24000000,172363301,37.7757,6.495,4310,1,0,1,0,1,False,2,Horror,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Other,3,United States of America,1,1,1,True,99.49763890284336,6.494962124117428,1997,Winter,6.181804208333333,148363301
4234,Scream 3,116,2000-02-04,40000000,161834276,11.9061,5.986,3697,1,0,1,0,1,False,2,Horror,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Other,3,United States of America,1,1,1,True,94.0721390535517,5.986093487579835,2000,Winter,3.0458569,121834276
4244,The Kid,104,2000-07-07,65000000,110317580,6.1744,6.708,1031,0,0,1,1,3,False,3,Fantasy,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Walt Disney,3,United States of America,1,1,1,True,80.02612277705214,6.7076353847579755,2000,Summer,0.6971935384615384,45317580
4247,Scary Movie,88,2000-07-07,19000000,278019771,17.5223,6.364,7145,1,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,4,United States of America,1,1,1,True,97.62885562142067,6.363995482377587,2000,Summer,13.63261952631579,259019771
4248,Scary Movie 2,82,2001-07-04,45000000,141220678,14.1618,5.799,4758,1,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,4,Canada,2,1,1,True,95.95096955691751,5.799111938867458,2001,Summer,2.138237288888889,96220678
4251,Veer-Zaara,192,2004-11-12,7000000,29385320,4.7422,7.4,276,0,0,1,0,1,True,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,India,1,3,3,False,70.97357580628956,7.396143382925018,2004,Fall,3.197902857142857,22385320
4252,Chalte Chalte,175,2003-06-12,4600000,18000000,1.3197,6.3,98,0,0,1,0,1,True,3,Comedy,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,India,1,1,1,False,20.626946649251483,6.300320374446769,2003,Summer,2.9130434782608696,13400000
4256,Scary Movie 3,84,2003-10-24,48000000,220673217,13.349,5.963,4166,1,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,95.37827790615894,5.963088485018054,2003,Fall,3.5973586875,172673217
4257,Scary Movie 4,83,2006-04-12,45000000,178262620,12.0944,5.482,3324,1,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,4,United States of America,1,1,1,True,94.29317793630061,5.482255554006084,2006,Spring,2.9613915555555557,133262620
4258,Scary Movie 5,88,2013-04-11,20000000,78378744,12.9707,4.798,2839,1,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,95.00653069426303,4.798540041221911,2013,Spring,2.9189372,58378744
4307,The Flower of My Secret,103,1995-09-22,4500000,19000000,1.8667,6.8,237,0,0,1,0,1,True,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,France,2,2,2,False,31.156435245654578,6.798032424664832,1995,Fall,3.2222222222222223,14500000
4327,Charlie's Angels,98,2000-11-02,92000000,264105545,6.1709,5.8,4235,1,0,1,1,2,False,5,Action,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,Columbia Pictures,4,United States of America,1,5,4+,True,80.00602833316589,5.800125523387684,2000,Fall,1.870712445652174,172105545
4347,Atonement,123,2007-02-27,30000000,131016624,11.6656,7.642,4344,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Universal Pictures,4,France,3,2,2,True,93.8310057269165,7.641698438911446,2007,Winter,3.3672208,101016624
4348,Pride & Prejudice,127,2005-09-16,28000000,124604345,32.0588,8.1,8210,0,0,1,1,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,4,France,3,1,1,True,99.3268361298101,8.099784644631619,2005,Fall,3.4501551785714284,96604345
4349,The Kingdom,110,2007-08-22,70000000,86658558,7.2049,6.707,1680,0,0,1,1,1,False,3,Thriller,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Universal Pictures,5,Germany,3,2,2,True,84.51723098563248,6.7067767501905,2007,Summer,0.2379794,16658558
4351,Bordertown,112,2007-02-22,21000000,8329799,3.5891,6.33,329,0,0,1,0,2,False,4,Crime,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,Other,4,United States of America,1,2,2,True,58.99728725007536,6.330005203243122,2007,Winter,-0.6033429047619048,-12670201
4379,Monster-in-Law,101,2005-05-13,43000000,154749918,8.2116,6.2,1676,0,0,1,0,1,False,2,Romance,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,New Line Cinema,4,United States of America,2,1,1,True,87.91319200241134,6.200078543273841,2005,Spring,2.5988353023255812,111749918
4380,Shall We Dance?,107,2004-10-15,50000000,170128460,5.5381,6.411,1215,0,0,1,1,1,False,3,Drama,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,76.49954787501257,6.410934800222228,2004,Fall,2.4025692,120128460
4407,The Three Investigators in The Secret of Skeleton Island,91,2007-11-07,11000000,7800000,2.2556,6.046,65,1,0,0,0,1,True,3,Mystery,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,Other,3,Germany,1,1,1,False,38.01868783281422,6.050329046518638,2007,Fall,-0.2909090909090909,-3200000
4413,The Brave One,122,2007-09-12,70000000,69766619,5.4788,6.585,984,0,0,1,1,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Warner Bros.,3,United States of America,1,2,2,True,76.11775344117352,6.584742859969777,2007,Fall,-0.0033340142857142857,-233381
4415,Les Misֳ©rables,134,1998-05-01,14000000,14096321,5.3416,7.192,639,0,0,1,0,2,False,4,Crime,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Columbia Pictures,2,Germany,3,1,1,True,75.1934090224053,7.1906558079222345,1998,Spring,0.006880071428571429,96321
4421,G.I. Jane,125,1997-08-19,50000000,48169156,27.2771,6.469,1719,0,0,1,0,1,False,2,Action,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Other,7,United Kingdom,2,1,1,True,99.06560835928866,6.468920184343158,1997,Summer,-0.03661688,-1830844
4435,Aֵ›oka,175,2001-09-13,17000000,19000000,4.6139,6.5,150,0,0,1,0,1,True,6,Action,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,Other,1,India,1,1,1,False,69.90857028031749,6.498885543511457,2001,Fall,0.11764705882352941,2000000
4437,2010,116,1984-12-06,28000000,40400000,5.2315,6.645,966,1,0,1,0,1,False,2,Thriller,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Other,1,United States of America,1,2,2,True,74.52024515221541,6.64467602592578,1984,Winter,0.44285714285714284,12400000
4442,The Brothers Grimm,118,2005-08-26,88000000,105300000,6.7371,5.8,2784,0,0,1,0,1,False,5,Adventure,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,Other,6,United Kingdom,2,4,4+,True,82.62835326032352,5.800190921748737,2005,Summer,0.1965909090909091,17300000
4464,Seabiscuit,141,2003-07-22,87000000,148300000,6.1182,7.1,851,0,0,1,1,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Universal Pictures,5,United States of America,1,1,1,True,79.75484778458755,7.099098259472101,2003,Summer,0.7045977011494253,61300000
4476,Legends of the Fall,133,1994-12-23,30000000,160638883,14.0571,7.393,2641,0,0,1,0,1,False,5,Drama,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Other,3,United States of America,1,2,2,True,95.91078066914498,7.392598303205991,1994,Winter,4.354629433333334,130638883
4477,The Devil's Own,107,1997-03-13,90000000,140807547,5.8082,6.2,1242,0,0,1,1,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Columbia Pictures,1,United States of America,1,1,1,True,78.08700894202752,6.200105967071786,1997,Spring,0.5645283,50807547
4478,Indecent Proposal,117,1993-04-07,38000000,266614059,10.6981,6.383,1468,0,0,1,0,1,False,2,Romance,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,92.65548075956997,6.382965089904854,1993,Spring,6.0161594473684215,228614059
4484,La Cage aux Folles,92,1978-10-20,1100000,20424259,1.9526,6.8,404,1,0,0,0,1,True,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,3,France,2,1,1,False,32.76399075655581,6.79884374585242,1978,Fall,17.56750818181818,19324259
4488,Friday the 13th,95,1980-05-09,550000,59754601,5.4963,6.401,3040,1,0,1,0,2,False,1,Horror,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Paramount Pictures,3,United States of America,1,1,1,True,76.24836732643423,6.4009772170569645,1980,Spring,107.6447290909091,59204601
4499,"Pepi, Luci, Bom",82,1980-10-27,46000,332089,2.3141,6.4,171,0,0,0,0,1,True,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,1,Spain,1,1,1,False,39.17411835627449,6.399603006222268,1980,Fall,6.219326086956522,286089
4512,The Assassination of Jesse James by the Coward Robert Ford,159,2007-09-20,30000000,14711793,8.3191,7.035,2563,0,0,1,1,1,False,2,Drama,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Warner Bros.,6,Canada,3,1,1,True,88.21460866070532,7.034725708685737,2007,Fall,-0.5096069,-15288207
4513,30 Days of Night,113,2007-10-17,30000000,80276156,7.9075,6.427,2840,1,0,1,1,1,False,2,Horror,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Columbia Pictures,5,New Zealand,2,1,1,True,87.10941424696071,6.426966461481953,2007,Fall,1.6758718666666668,50276156
4515,Lions for Lambs,92,2007-10-22,35000000,64811540,4.3967,6.0,766,0,0,1,0,1,False,4,Action,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,Other,4,United States of America,1,1,1,True,67.88907866974782,6.0004324864018646,2007,Fall,0.8517582857142857,29811540
4517,Elizabeth: The Golden Age,114,2007-09-09,55000000,74237563,6.7835,6.7,1244,1,0,1,0,1,False,3,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Universal Pictures,4,France,3,3,3,True,82.84939214307244,6.699704190417855,2007,Fall,0.3497738727272727,19237563
4518,Elizabeth,124,1998-09-13,30000000,82150642,6.8323,7.171,1407,1,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Other,3,United Kingdom,2,2,2,True,83.08047824776449,7.170403918373743,1998,Fall,1.7383547333333333,52150642
4523,Enchanted,107,2007-11-20,85000000,340487652,13.7419,6.836,5475,1,0,1,1,1,False,4,Comedy,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,Walt Disney,4,United States of America,1,1,1,True,95.64955289862354,6.835907910348837,2007,Fall,3.0057370823529412,255487652
4538,The Darjeeling Limited,92,2007-09-07,16000000,24377151,3.2319,7.16,3641,1,0,1,1,1,False,3,Adventure,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Other,3,United States of America,1,4,4+,True,54.12438460765598,7.159772574703522,2007,Fall,0.5235719375,8377151
4543,Monty Python's The Meaning of Life,107,1983-03-31,9000000,15000000,5.3166,7.3,1940,0,0,1,0,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Universal Pictures,3,United Kingdom,1,1,1,True,75.05274791520145,7.299501142230927,1983,Spring,0.6666666666666666,6000000
4547,Panic Room,111,2002-03-29,48000000,197100000,7.9931,6.784,5076,0,0,1,1,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Columbia Pictures,3,United States of America,1,1,1,True,87.33045312970964,6.783910915318146,2002,Spring,3.10625,149100000
4551,Be Cool,118,2005-03-04,53000000,95200000,7.3402,5.473,904,1,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Other,3,United States of America,1,2,2,True,84.96935597307345,5.473948858641138,2005,Spring,0.7962264150943397,42200000
4552,A Tale of Two Sisters,115,2003-06-13,15100000,1100000,7.6336,7.091,1213,0,0,1,0,1,True,3,Drama,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Other,4,South Korea,1,1,1,False,86.18506982819251,7.09037456101337,2003,Summer,-0.9271523178807947,-14000000
