id,title,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,belongs_to_collection,missingness_score,has_tagline,has_homepage,num_same_title,changed_title,num_genres,main_genre,Comedy,Drama,Documentary,Science Fiction,Western,TV Movie,Mystery,Romance,Thriller,Animation,Family,Adventure,War,Music,History,Action,Fantasy,Crime,Horror,top10_prod_comps,num_production_companies,main_production_country,num_production_countries,num_spoken_languages,lang_group,is_english_spoken,popularity_percentile,weighted_rating,release_year,Season,return_on_investment_ratio,profit_loss
28463,East/West,121,1999-09-01,11500000,6032000,0.7046,6.6,62,0,0,0,0,1,True,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,3,Bulgaria,4,2,2,False,8.118155330051241,6.595741540797302,1999,Fall,-0.47547826086956524,-5468000
28485,Satan's Blood,82,1978-08-12,175000,594947,1.1,6.1,40,0,0,0,0,1,True,2,Horror,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Other,2,Spain,1,1,1,False,15.75404400683211,6.10565163585927,1978,Summer,2.3996971428571428,419947
28501,The Pit and the Pendulum,80,1961-08-23,200000,2000000,1.3024,6.9,340,0,0,1,0,2,False,3,Horror,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,20.179845272782078,6.89833348114437,1961,Summer,9.0,1800000
28510,Universal Soldier: Regeneration,97,2009-10-01,14000000,844447,3.4805,5.6,473,1,0,1,0,1,False,4,Adventure,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,Other,4,United States of America,1,2,2,True,57.480156736662316,5.6015437068992195,2009,Fall,-0.9396823571428572,-13155553
28571,The Heiress,115,1949-10-06,2600000,2300000,3.3327,7.755,253,0,0,1,0,1,False,3,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,55.541042901637695,7.749396523898543,1949,Fall,-0.11538461538461539,-300000
28580,The Lost Weekend,101,1945-11-29,1250000,11000000,1.5464,7.631,605,0,0,1,0,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,25.36923540641013,7.628855968762757,1945,Fall,7.8,9750000
28597,Problem Child 2,90,1991-07-03,15000000,32704700,27.1511,5.881,619,1,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Universal Pictures,2,United States of America,1,2,2,True,99.0455139154024,5.8817269630165,1991,Summer,1.1803133333333333,17704700
28665,Fame,107,2009-09-23,18000000,77200000,4.2966,5.702,366,0,0,0,0,2,False,4,Music,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Other,3,United States of America,1,1,1,True,66.85421480960514,5.703715850327602,2009,Fall,3.2888888888888888,59200000
28681,Equinox,82,1970-10-01,8000,849600,1.4238,5.2,69,0,0,1,0,1,False,2,Adventure,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,22.716768813423087,5.216167386717573,1970,Fall,105.2,841600
28685,Malcolm,90,1986-07-20,640000,2459000,1.9935,6.6,41,0,0,1,1,1,False,3,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Other,2,Australia,1,1,1,True,33.52255601326233,6.593612311195954,1986,Summer,2.8421875,1819000
28733,"Count Yorga, Vampire",93,1970-06-10,64000,7000000,1.7286,5.7,53,1,0,1,0,1,False,1,Horror,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,28.76519642318899,5.71169846426352,1970,Summer,108.375,6936000
28740,Black Friday,162,2004-08-13,700000,1100000,2.3032,7.4,90,0,0,1,0,2,False,2,Crime,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Other,3,India,1,3,3,True,38.96815030644027,7.388260627145386,2004,Summer,0.5714285714285714,400000
28761,"White Hunter, Black Heart",112,1990-05-16,24000000,2300000,3.1404,6.371,283,0,0,1,0,1,False,2,Adventure,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Warner Bros.,3,United States of America,1,1,1,True,52.73786797950367,6.370861679824754,1990,Spring,-0.9041666666666667,-21700000
28774,Communion,103,1989-11-10,5000000,1919653,3.0185,5.351,171,0,0,1,0,1,False,4,Drama,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Other,3,United Kingdom,2,1,1,True,51.0147694162564,5.35670184343157,1989,Fall,-0.6160694,-3080347
28794,The House by the Cemetery,87,1981-08-14,785000,1845819,2.3732,6.288,401,0,0,1,0,1,True,2,Horror,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Other,1,Italy,1,1,1,False,40.0683211092133,6.28810874893092,1981,Summer,1.3513617834394904,1060819
28797,"Black Mama, White Mama",87,1973-01-19,200000,1000000,2.3771,5.399,89,0,0,1,0,1,False,4,Action,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,Other,2,Philippines,2,1,1,True,40.1587461067015,5.409363523002557,1973,Winter,4.0,800000
28871,How About You...,100,2007-11-16,9000000,706000,1.5497,6.3,33,0,0,0,0,1,False,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,9,Ireland,2,1,1,True,25.389329850296395,6.300932855006767,2007,Fall,-0.9215555555555556,-8294000
28881,Wind,126,1992-09-11,29000000,5519569,3.5845,6.3,37,0,0,1,0,1,False,2,Action,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Other,2,Japan,2,1,1,True,58.921933085501855,6.300834659742897,1992,Fall,-0.8096700344827586,-23480431
28902,In Dreams,100,1999-01-15,30000000,12017369,3.2941,5.4,186,0,0,1,0,1,False,3,Mystery,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Other,3,Ireland,3,1,1,True,55.05877624836732,5.404982444225829,1999,Winter,-0.5994210333333333,-17982631
28932,F.I.S.T.,145,1978-04-26,11000000,20388920,3.6472,6.5,206,0,0,1,0,1,False,4,Drama,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,Other,2,United States of America,1,1,1,True,59.775946950668136,6.499187038986618,1978,Spring,0.8535381818181819,9388920
28942,The Brood,92,1979-05-25,1355000,5000000,3.5105,6.7,724,0,0,1,0,1,False,2,Horror,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,3,Canada,1,1,1,True,57.892092836330754,6.699492023545145,1979,Spring,2.690036900369004,3645000
28963,The Thief of Bagdad,149,1924-03-18,1135654,1490419,2.0825,7.4,166,0,0,1,0,1,False,3,Romance,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,Other,1,United States of America,1,1,1,False,35.11504069124887,7.393603096228923,1924,Spring,0.31238828023324006,354765
28966,Wings,144,1927-08-12,2000000,3600000,6.634,7.247,283,0,0,1,0,1,False,4,Drama,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Other,1,United States of America,1,1,1,False,82.10589771928062,7.243777172782501,1927,Summer,0.8,1600000
28971,Limelight,137,1952-10-23,900000,1000000,3.245,7.912,541,0,0,1,0,1,False,3,Romance,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Other,2,United States of America,1,1,1,True,54.3152818245755,7.909084348838062,1952,Fall,0.1111111111111111,100000
29015,The Specials,82,2000-09-22,1000000,13276,3.2825,5.2,38,0,0,0,0,1,False,4,Comedy,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Other,2,United States of America,1,1,1,True,54.84778458756154,5.229018386416156,2000,Fall,-0.986724,-986724
29047,The Kid Stays in the Picture,93,2002-08-16,40000,1434436,2.8396,6.658,92,0,0,1,1,1,False,1,Documentary,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,4,United States of America,1,1,1,True,48.096051441776346,6.654491581400324,2002,Summer,34.8609,1394436
29056,The Raven,86,1963-01-25,350000,1499275,2.5025,6.3,251,0,0,1,0,2,False,4,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Other,2,United States of America,1,1,1,True,42.42941826584949,6.300125861389803,1963,Winter,3.283642857142857,1149275
29057,Monster from the Ocean Floor,64,1954-05-21,12000,117000,1.2177,3.4,15,0,0,1,0,1,False,2,Science Fiction,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,18.295991158444693,3.5832323168893803,1954,Spring,8.75,105000
29076,Gun Shy,101,2000-02-04,10000000,1600000,4.6134,5.2,139,0,0,1,0,1,False,4,Action,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,Other,2,United States of America,1,1,1,True,69.89852305837437,5.208083693358787,2000,Winter,-0.84,-8400000
29077,The Bride,114,1985-08-16,13000000,3558669,4.0658,5.288,80,0,0,1,0,2,False,4,Drama,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Columbia Pictures,4,United Kingdom,2,1,1,True,64.59358987240029,5.300885395928766,1985,Summer,-0.7262562307692307,-9441331
29095,Waxwork,97,1988-06-17,3000000,808114,3.7551,6.1,298,1,0,1,0,1,False,2,Horror,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,4,Germany,3,1,1,True,61.14739274590576,6.100774973479029,1988,Summer,-0.7306286666666667,-2191886
29135,No Such Thing,102,2002-03-29,5000000,62703,2.365,5.9,64,0,0,1,0,1,False,3,Fantasy,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Other,3,Iceland,2,2,2,True,39.927660002009446,5.906641801080464,2002,Spring,-0.9874594,-4937297
29143,Eyes of Laura Mars,104,1978-08-02,7000000,20000000,4.2573,5.863,215,0,0,1,0,1,False,3,Mystery,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Columbia Pictures,1,United States of America,1,1,1,True,66.52265648548178,5.865169986436251,1978,Summer,1.8571428571428572,13000000
29146,Charly,103,1968-09-23,950000,814666,2.1176,6.4,107,0,0,1,0,1,False,3,Drama,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,35.76308650658093,6.399367750650279,1968,Fall,-0.14245684210526316,-135334
29150,Big Fan,91,2009-02-07,250000,232732,2.8742,6.1,129,0,0,0,1,1,False,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,3,United States of America,1,1,1,True,48.68883753642118,6.10178243900177,2009,Winter,-0.069072,-17268
29159,Giallo,92,2010-03-13,14000000,50113,1.6701,4.1,163,0,0,1,1,1,False,4,Crime,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,Other,4,Italy,4,3,3,True,27.52938812418366,4.113608030916036,2010,Spring,-0.9964205,-13949887
29192,The Missing Lynx,97,2008-12-25,6500000,1400000,1.3502,6.3,35,0,0,1,0,1,True,4,Animation,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,Other,9,Spain,1,2,2,False,21.295086908469806,6.300881029728614,2008,Winter,-0.7846153846153846,-5100000
29193,The Spanish Prisoner,110,1997-12-03,10000000,13835130,3.537,6.8,285,0,0,1,0,1,False,3,Drama,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Other,4,United States of America,1,1,1,True,58.26384004822667,6.798362647098706,1997,Winter,0.383513,3835130
29231,The Immortals,98,1995-10-05,50000,83000,2.6951,5.7,29,0,0,1,0,1,False,4,Action,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,Other,3,United States of America,1,2,2,True,45.73495428514016,5.721057235674336,1995,Fall,0.66,33000
29244,3 Godfathers,106,1948-12-31,1243000,2841000,3.3087,6.738,191,0,0,1,0,1,False,1,Western,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,2,2,True,55.249673465286854,6.735883943074115,1948,Winter,1.2855993563958166,1598000
29361,Antikiller D.K,91,2009-12-03,2500000,2141028,0.4295,4.4,17,1,0,0,0,1,True,2,Mystery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Other,0,Russia,1,1,1,False,3.471315181352356,4.5073176150127825,2009,Winter,-0.1435888,-358972
29376,The Band Wagon,112,1953-08-07,2900000,3500000,3.7342,7.1,210,0,0,1,0,1,False,3,Music,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Other,1,United States of America,1,2,2,True,60.85602330955491,7.096358848674075,1953,Summer,0.20689655172413793,600000
29393,Macabre,72,1958-10-01,90000,5000000,1.5592,5.9,43,0,0,1,0,1,False,3,Horror,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,25.555109012358084,5.909811751596139,1958,Fall,54.55555555555556,4910000
29427,The Crazies,101,2010-02-26,20000000,54956140,5.9814,6.281,2084,0,0,1,0,1,False,3,Mystery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,Other,5,United Arab Emirates,2,1,1,True,79.00130613885261,6.281024324733923,2010,Winter,1.747807,34956140
29463,Krush Groove,97,1985-10-25,3000000,11000000,3.7212,6.31,42,0,0,1,0,1,False,3,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Warner Bros.,4,United States of America,1,1,1,True,60.70531498040792,6.310505048144885,1985,Fall,2.6666666666666665,8000000
29464,Uptown Saturday Night,104,1974-07-26,3000000,6700000,2.6371,6.1,34,0,0,1,0,1,False,3,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Warner Bros.,3,United States of America,1,2,2,True,44.82065708831508,6.106620487720859,1974,Summer,1.2333333333333334,3700000
29473,Let's Do It Again,113,1975-10-11,70000,11800000,2.9612,6.9,22,0,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Warner Bros.,3,United States of America,1,2,2,True,50.06530694263036,6.875292046531743,1975,Fall,167.57142857142858,11730000
29572,The Man Who Cried,96,2000-08-29,20170000,1800000,3.1457,6.089,248,0,0,0,0,1,False,4,Romance,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,Universal Pictures,5,France,3,6,4+,True,52.808198533105596,6.089974767350322,2000,Summer,-0.910758552305404,-18370000
29610,The Man Who Wasn't There,111,1983-08-12,6500000,2443487,2.9698,4.225,20,0,0,1,0,2,False,3,Action,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,50.23610971566362,4.325319860487146,1983,Summer,-0.624078923076923,-4056513
29628,Get Crazy,92,1983-08-05,5500000,1645711,2.5452,6.5,31,0,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Other,2,United States of America,1,1,1,True,43.28343213101577,6.49474115844469,1983,Summer,-0.7007798181818182,-3854289
29715,Major Dundee,125,1965-03-15,3800000,14873,3.5569,6.7,164,0,0,0,0,1,False,2,Western,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Columbia Pictures,2,United States of America,1,3,3,True,58.545162262634385,6.6977679822438185,1965,Spring,-0.9960860526315789,-3785127
29723,The Concorde... Airport '79,123,1979-08-17,14000000,13015688,4.4706,4.7,191,1,0,1,0,1,False,3,Action,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Universal Pictures,2,United States of America,1,3,3,True,68.60243142771024,4.708498526407449,1979,Summer,-0.070308,-984312
29735,The Laughing Policeman,112,1973-12-20,2280000,1700000,2.5401,6.23,61,0,0,1,0,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,20th Century Fox,1,United States of America,1,1,1,True,43.12267657992565,6.231640597906937,1973,Winter,-0.2543859649122807,-580000
29787,Monkey Shines,113,1988-07-29,7000000,5344577,4.0085,6.3,320,0,0,1,0,1,False,4,Horror,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,64.07113433135738,6.300098807072367,1988,Summer,-0.236489,-1655423
29826,The Legend of the Nahuala,84,2007-10-31,975000,4000000,2.8504,7.8,208,1,0,0,1,1,True,4,Animation,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,Other,1,Mexico,1,1,1,False,48.25178338189491,7.792974722824067,2007,Fall,3.1025641025641026,3025000
29845,A Woman Under the Influence,155,1974-11-18,1000000,12200000,3.5396,7.8,507,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,1,United States of America,1,2,2,True,58.324123379885464,7.797109679272106,1974,Fall,11.2,11200000
29859,The Adventure of Sherlock Holmes' Smarter Brother,91,1975-12-14,2800000,20000000,1.6941,5.977,154,0,0,0,0,1,False,3,Comedy,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,20th Century Fox,1,United Kingdom,2,2,2,True,27.9714658896815,5.979288497227291,1975,Winter,6.142857142857143,17200000
29872,Carefree,83,1938-09-02,1253000,1731000,1.9225,6.586,64,0,0,1,0,1,False,3,Music,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Other,1,United States of America,1,1,1,True,32.15111021802471,6.582087954926617,1938,Fall,0.38148443735035914,478000
29882,The Black Swan,87,1942-12-04,1493800,5727000,6.945,6.4,84,0,0,1,0,1,False,2,Adventure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,20th Century Fox,1,United States of America,1,2,2,True,83.43213101577413,6.399196671414472,1942,Winter,2.8338465658053287,4233200
29885,The Barkleys of Broadway,108,1949-05-04,2250000,4421000,1.8654,6.813,48,0,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,1,United States of America,1,2,2,True,31.126293579825177,6.80317789939245,1949,Spring,0.9648888888888889,2171000
29888,Dulha Mil Gaya,152,2010-01-08,5600000,2700000,1.259,5.5,32,0,0,0,0,1,True,3,Comedy,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,3,India,1,4,4+,True,19.245453632070735,5.525203547582731,2010,Winter,-0.5178571428571429,-2900000
29912,The Robe,135,1953-09-16,4350000,36000000,17.7787,6.764,252,1,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20th Century Fox,1,United States of America,1,1,1,True,97.68913895307946,6.762291371819091,1953,Fall,7.275862068965517,31650000
29917,Exam,97,2009-06-19,600000,394717,6.4646,6.705,2098,0,0,1,0,1,False,2,Thriller,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Other,2,United Kingdom,1,3,3,True,81.28202551994373,6.704822161538938,2009,Summer,-0.3421383333333333,-205283
29946,The Golden Bowl,130,2000-05-14,15000000,5753678,2.2823,6.0,61,0,0,1,0,1,False,2,Romance,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,United Kingdom,3,1,1,True,38.531096151914,6.0053502753262915,2000,Spring,-0.6164214666666666,-9246322
29963,Bright Star,119,2009-09-18,10000000,14374652,3.7277,6.596,456,0,0,1,1,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,7,Australia,3,2,2,True,60.74550386818045,6.595421700372495,2009,Fall,0.4374652,4374652
29968,Nothing in Common,118,1986-07-29,12000000,32324557,4.6617,5.808,125,0,0,1,0,1,False,3,Drama,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,1,United States of America,1,1,1,True,70.28534110318498,5.812156484684365,1986,Summer,1.6937130833333334,20324557
29973,Cobb,128,1994-12-02,25500000,1007583,2.7049,6.0,87,0,0,1,0,1,False,1,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Warner Bros.,4,United States of America,1,1,1,True,45.81533206068522,6.003769512161705,1994,Winter,-0.9604869411764706,-24492417
29993,Samson and Delilah,134,1949-12-21,3000000,11500000,10.1756,6.5,224,0,0,1,0,1,False,3,Adventure,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,91.79141967246056,6.499252075867689,1949,Winter,2.8333333333333335,8500000
29996,Solomon and Sheba,139,1959-12-18,5000000,12200000,6.8505,6.4,95,0,0,1,0,1,False,2,History,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Other,2,United States of America,1,1,1,False,83.16085602330956,6.3992887194815635,1959,Winter,1.44,7200000
29997,God Willing,87,2006-01-30,5000000,6250000,0.3934,6.0,7,0,0,0,0,1,True,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,1,Sweden,1,2,2,True,2.893599919622224,6.0414646337787605,2006,Winter,0.25,1250000
30018,Mother,129,2009-05-28,5000000,17112713,5.3196,7.71,1537,0,0,1,1,2,True,3,Crime,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Other,2,South Korea,1,1,1,False,75.09293680297398,7.709103847249824,2009,Spring,2.4225426,12112713
30048,ZZ Top - Live from Texas,85,2008-06-24,100000,1000000,0.9095,7.038,13,0,0,0,0,1,False,1,Music,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Other,1,United States of America,1,1,1,True,11.941123279413242,6.98755121930215,2008,Summer,9.0,900000
30060,The Plague Dogs,103,1982-10-01,1200000,423281,1.3145,7.901,268,0,0,1,0,1,False,3,Adventure,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Other,4,United Kingdom,2,1,1,True,20.516427207877022,7.895166234461821,1982,Fall,-0.6472658333333333,-776719
30072,Possession,102,2002-08-16,25000000,10113733,2.9304,6.0,180,0,0,1,0,2,False,3,Drama,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Warner Bros.,4,United Kingdom,2,1,1,True,49.54285140158746,6.001832690995746,2002,Summer,-0.59545068,-14886267
30128,I Hope They Serve Beer in Hell,106,2009-09-25,7000000,1429299,2.7206,4.8,78,0,0,1,1,1,False,1,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,1,1,True,46.05646538732041,4.8193888236737985,2009,Fall,-0.7958144285714286,-5570701
30139,Phat Girlz,99,2006-04-07,3000000,7301115,4.1541,4.6,63,0,0,1,0,1,False,2,Comedy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,3,United States of America,1,1,1,True,65.4877926253391,4.627058079222344,2006,Spring,1.433705,4301115
30141,The Singing Detective,109,2003-10-24,8000000,337174,2.5069,5.1,127,0,0,1,0,1,False,4,Comedy,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,Other,2,United States of America,1,1,1,True,42.524866874309254,5.109622789611172,2003,Fall,-0.95785325,-7662826
30143,Lupin the Third: The Mystery of Mamo,102,1978-12-16,1818181,3327273,4.3418,7.1,103,1,0,1,1,1,True,5,Animation,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,Other,3,Japan,1,1,1,False,67.34652868481865,7.092612664136828,1978,Winter,0.8300009735004381,1509092
30145,The Miracle of P. Tinto,102,1998-12-18,2020000,4374994,0.8637,6.7,105,0,0,0,0,1,True,2,Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Other,2,Spain,1,2,2,True,11.001708027730333,6.6965256327380205,1998,Winter,1.165838613861386,2354994
30168,It Came from Hollywood,80,1982-10-29,5000000,2091037,1.3572,5.2,26,0,0,1,0,1,False,2,Comedy,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Paramount Pictures,1,United States of America,1,1,1,True,21.440771626645233,5.2419154470455585,1982,Fall,-0.5817926,-2908963
30194,The Manhattan Project,118,1986-06-13,18000000,3900000,3.9425,6.3,101,0,0,1,0,1,False,2,Science Fiction,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20th Century Fox,2,United States of America,1,1,1,True,63.30754546367929,6.300310951668923,1986,Summer,-0.7833333333333333,-14100000
30200,The Junior Olsen Gang Goes Submarine,95,2003-02-21,188432,2871092,0.392,4.6,9,1,0,0,0,1,True,2,Comedy,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Other,2,Norway,1,1,1,False,2.8835526976790917,4.773171707023008,2003,Winter,14.236753842234865,2682660
30237,Onegin,104,1999-12-22,14000000,206128,3.5836,6.192,104,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Other,2,United Kingdom,2,2,2,True,58.89681503064402,6.193330638764096,1999,Winter,-0.9852765714285714,-13793872
30239,Vincere,128,2009-05-20,13000000,5701481,1.5845,6.7,154,0,0,1,0,1,False,2,Drama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Other,3,France,2,2,2,False,26.037375665628453,6.697623981098259,2009,Spring,-0.5614245384615385,-7298519
30246,Civil Brand,95,2003-08-29,500000,243347,2.3017,6.5,19,0,0,1,0,1,False,3,Crime,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Other,1,United States of America,1,1,1,True,38.91791419672461,6.491585853511504,2003,Summer,-0.513306,-256653
30266,"20,000 Leagues Under the Sea",99,1916-12-24,200000,8000000,1.2376,6.2,56,0,0,1,0,2,False,4,Adventure,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Other,1,Bahamas,2,1,1,False,18.717974480056267,6.20231082579351,1916,Winter,39.0,7800000
30309,Real Women Have Curves,86,2002-10-18,3000000,7700000,2.6429,6.1,87,0,0,1,0,1,False,2,Comedy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,2,United States of America,1,2,2,True,44.94122375163268,6.102633148525341,2002,Fall,1.5666666666666667,4700000
30315,Kingdom of the Spiders,97,1977-08-24,500000,17000000,2.4624,5.549,123,0,0,1,0,1,False,2,Horror,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,1,United States of America,1,1,1,True,41.73615995177333,5.5553122344373405,1977,Summer,33.0,16500000
30379,Megiddo: The Omega Code 2,104,2001-09-07,22000000,6047691,2.8543,4.7,38,1,0,1,0,1,False,4,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,Other,3,United States of America,1,2,2,True,48.307043102582135,4.741838899236669,2001,Fall,-0.7251049545454545,-15952309
30449,Imago Mortis,96,2009-01-15,3700000,1811984,0.7767,4.522,45,0,0,0,0,1,False,1,Horror,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Other,5,Spain,3,1,1,True,9.293680297397769,4.561341675439785,2009,Winter,-0.5102745945945946,-1888016
30462,The Comancheros,105,1961-12-16,4260000,3500000,4.1007,6.663,200,0,0,1,0,1,False,2,Western,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20th Century Fox,1,United States of America,1,1,1,True,65.01557319401185,6.66135182622005,1961,Winter,-0.1784037558685446,-760000
